date,brand_key,brand_name,rank,title,href,href_clean,plan_start,plan_end,img_url,img_local,img_status,img_w,img_h,img_bytes,brand_resolved_url
2026-03-03,patagonia,Patagonia,1,main visual section,https://www.patagonia.co.kr/shop/goodsList/001005001000000,https://www.patagonia.co.kr/shop/goodsList/001005001000000,,,https://patagonia.edge.naverncp.com/banner/kerley_layla_00447_cc_WEB-1200x628.jpg,patagonia_1_6c34d03fcb.jpg,ok,1100,575,125874,https://www.patagonia.co.kr/
2026-03-03,arcteryx,Arc'teryx,1,NEW SPRING ARRIVALS,https://arcteryx.co.kr/products/category/223,https://arcteryx.co.kr/products/category/223,,,https://public.arcteryx.co.kr/images/banner/VJVLba2x81jUuJ2q1u5yzi1UDYMk0Qqyj2HG7Mho.jpg,arcteryx_1_a82a7dd297.jpg,ok,1100,618,108590,https://arcteryx.co.kr/
2026-03-03,salomon,Salomon,1,TIMELESS TRAIL COLLECTION,https://salomon.co.kr/collections/26ss_app_trail-running,https://salomon.co.kr/collections/26ss_app_trail-running,,,https://salomon.co.kr/cdn/shop/files/PC_main_2880x1120_1_02_180x.jpg?v=1770946914,salomon_1_2fea57ca23.jpg,ok,180,70,5277,https://salomon.co.kr/
2026-03-03,salomon,Salomon,2,ENGINEERED TO EXPLORE SLATE COLLECTION,https://salomon.co.kr/collections/26ss_app_slate-feb,https://salomon.co.kr/collections/26ss_app_slate-feb,,,https://salomon.co.kr/cdn/shop/files/1_PC_82fff1ba-5de6-4092-af6d-80bb92f00ef0_180x.png?v=1770689930,salomon_2_8275bf680a.jpg,ok,180,70,3747,https://salomon.co.kr/
2026-03-03,salomon,Salomon,3,COMFORT FOR THE LONG RUN 울트라 글라이드 4,https://salomon.co.kr/collections/26ss_event_ultra-glide-4-wide,https://salomon.co.kr/collections/26ss_event_ultra-glide-4-wide,,,https://salomon.co.kr/cdn/shop/files/PC_main_2880x1120-1_02_59abca3a-545b-4770-a156-cb2acae06e90_180x.jpg?v=1770169906,salomon_3_717d869021.jpg,ok,180,70,2803,https://salomon.co.kr/
2026-03-03,snowpeak,Snow Peak,1,"자연을 입고 일상을 걷다 26 SS, The Peak Moment",http://snowpeakstore.co.kr/goods/event_sale.php?sno=564,http://snowpeakstore.co.kr/goods/event_sale.php?sno=564,,,https://snowpetr1909.cdn-nhncommerce.com/data/skin/front/260226_14s/img/banner/85461e167656fd8bed5544ee6246bd1b_57287.jpg,snowpeak_1_e6068dc18b.jpg,ok,1100,575,74617,https://www.snowpeakstore.co.kr/
2026-03-03,snowpeak,Snow Peak,2,2만원 즉시 할인 루트 바람막이 컬렉션,http://snowpeakstore.co.kr/goods/event_sale.php?sno=562,http://snowpeakstore.co.kr/goods/event_sale.php?sno=562,,,https://snowpetr1909.cdn-nhncommerce.com/data/skin/front/260226_14s/img/banner/41f30d4c1cee2fc2525b8fbf67e2520a_99441.jpg,snowpeak_2_ee6099cdeb.jpg,ok,1100,575,62831,https://www.snowpeakstore.co.kr/
2026-03-03,snowpeak,Snow Peak,3,매일 입기 좋은 편안함 Sweat Collection,https://snowpeakstore.co.kr/goods/event_sale.php?sno=553,https://snowpeakstore.co.kr/goods/event_sale.php?sno=553,,,https://snowpetr1909.cdn-nhncommerce.com/data/skin/front/260226_14s/img/banner/6720311294a2986df6ad75a36e7e4c98_14597.jpg,snowpeak_3_d9cdcc6dc8.jpg,ok,1100,575,45451,https://www.snowpeakstore.co.kr/
2026-03-03,blackyak,Black Yak,1,SPRING & SUMMER SALE 이월 오픈,https://www.byn.kr/_exh/?no=2065&utm_source=BY_pc&utm_medium=pc_by_main_banner_0211,https://www.byn.kr/_exh/?no=2065,,,https://cdn.byn.kr/real/_data/banner/aca8d01a73b3bb22f3529d0b920cd52b.jpg,blackyak_1_fd0f0030aa.jpg,ok,1100,538,164368,https://www.byn.kr/blackyak
2026-03-03,blackyak,Black Yak,2,메인 배너,https://www.byn.kr/_exh/?no=2050&utm_source=BY_pc&utm_medium=pc_by_main_banner_0223,https://www.byn.kr/_exh/?no=2050,,,https://cdn.byn.kr/real/_data/banner/47e59923051e46ada19a140c560b0710.jpg,blackyak_2_010097f654.jpg,ok,1100,538,160858,https://www.byn.kr/blackyak
